Item Name,Item ID,Item meta,Has NBT,Display Name
ExtraTrees:stainedglass,1016,16387,true,"Витражное стекло, дизайн Противоположная уголовая диаогналь"
ExtraTrees:stainedglass,1016,16387,true,"Витражное стекло, дизайн Тонкая угловая диаогналь"
ExtraTrees:machine,1017,0,false,Лесопилка
ExtraTrees:machine,1017,1,false,Столяр
ExtraTrees:machine,1017,2,false,Панельщик
ExtraTrees:machine,1017,3,false,Стекольщик
ExtraTrees:machine,1017,4,false,Плиточник
ExtraTrees:database,5114,0,false,База данных лесовода
ExtraTrees:database,5114,1,false,База данных лесовода-мастера
ExtraTrees:databaseMoth,5115,0,false,База данных бабочковеда
ExtraTrees:databaseMoth,5115,1,false,База данных бабочковеда-мастера
ExtraTrees:misc,5116,1,false,Опилки
ExtraTrees:misc,5116,2,false,Кора
ExtraTrees:misc,5116,3,false,Проверенная шестерня
ExtraTrees:misc,5116,4,false,Полироль
ExtraTrees:misc,5116,5,false,Стеклянные фитинги
ExtraTrees:food,5117,0,false,Яблоко-дичка
ExtraTrees:food,5117,1,false,Апельсин
ExtraTrees:food,5117,2,false,Кумкват
ExtraTrees:food,5117,3,false,Лайм
ExtraTrees:food,5117,4,false,Вишня дикая
ExtraTrees:food,5117,5,false,Вишня кислая
ExtraTrees:food,5117,6,false,Черёмуха поздняя
ExtraTrees:food,5117,7,false,Тёрен
ExtraTrees:food,5117,8,false,Алыча
ExtraTrees:food,5117,9,false,Миндаль
ExtraTrees:food,5117,10,false,Абрикос
ExtraTrees:food,5117,11,false,Грейпфрут
ExtraTrees:food,5117,12,false,Персик
ExtraTrees:food,5117,13,false,Мандарин уншиу
ExtraTrees:food,5117,14,false,Цитрон пальчатый
ExtraTrees:food,5117,15,false,Цитрон
ExtraTrees:food,5117,16,false,Лайм пальчиковый
ExtraTrees:food,5117,17,false,Лайм дикий
ExtraTrees:food,5117,18,false,Мандарин
ExtraTrees:food,5117,19,false,Нектарин
ExtraTrees:food,5117,20,false,Помело
ExtraTrees:food,5117,21,false,Танжерин
ExtraTrees:food,5117,22,false,Груша
ExtraTrees:food,5117,23,false,Груша грушелистная
ExtraTrees:food,5117,24,false,Фундук
ExtraTrees:food,5117,25,false,Орех серый
ExtraTrees:food,5117,26,false,Буковый орешек
ExtraTrees:food,5117,27,false,Пекан обыкновенный
ExtraTrees:food,5117,28,false,Банан
ExtraTrees:food,5117,29,false,Банан красный
ExtraTrees:food,5117,30,false,Плантан
ExtraTrees:food,5117,31,false,Бразильский орех
ExtraTrees:food,5117,32,false,Инжир
ExtraTrees:food,5117,33,false,Жёлудь
ExtraTrees:food,5117,34,false,Бузина
ExtraTrees:food,5117,35,false,Олива
ExtraTrees:food,5117,36,false,Семена Гинкго
ExtraTrees:food,5117,37,false,Кофейные зёрна
ExtraTrees:food,5117,38,false,Плод маклюра
ExtraTrees:food,5117,39,false,Гвоздика (пряность)
ExtraTrees:food,5117,40,false,Папайя
ExtraTrees:food,5117,41,false,Смородина чёрная
ExtraTrees:food,5117,42,false,Смородина красная
ExtraTrees:food,5117,43,false,Ежевика
ExtraTrees:food,5117,44,false,Малина
ExtraTrees:food,5117,45,false,Голубика
ExtraTrees:food,5117,46,false,Клюква
ExtraTrees:food,5117,47,false,Семяна Можжевельника
ExtraTrees:food,5117,48,false,Крыжовник
ExtraTrees:food,5117,49,false,Малина золотая
ExtraTrees:food,5117,50,false,Кокос
ExtraTrees:food,5117,51,false,Кешью
ExtraTrees:food,5117,52,false,Авокадо
ExtraTrees:food,5117,53,false,Мускатный орех
ExtraTrees:food,5117,54,false,Перец душистый
ExtraTrees:food,5117,55,false,Перец красный
ExtraTrees:food,5117,56,false,Анис звёздчатый
ExtraTrees:food,5117,57,false,Манго
ExtraTrees:food,5117,58,false,Карамбола
ExtraTrees:food,5117,59,false,Лумбанг
ExtraTrees:hammer,5118,0,false,Master Carpentry Hammer
ExtraTrees:durableHammer,5119,0,false,Carpentry Hammer
ExtraUtilities:chestMini,1317,0,false,Мини-сундук
ExtraUtilities:chestFull,1318,0,false,Слегка большой сундук
ExtraUtilities:enderCollector,1319,0,false,Коллектор Края
ExtraUtilities:endConstructor,1320,0,false,QED (Квантовое приспособление запутанности)
ExtraUtilities:endConstructor,1320,2,false,Флаксовый кристалл Края
ExtraUtilities:endMarker,1321,0,false,Маркер Края
ExtraUtilities:curtains,1322,0,false,Занавески
ExtraUtilities:angelBlock,1323,0,false,Ангельский блок
ExtraUtilities:budoff,1324,0,false,Детектор обновления блока
ExtraUtilities:budoff,1324,3,false,Улучшенный детектор обновления блока
ExtraUtilities:chandelier,1325,0,false,Люстра
ExtraUtilities:decorativeBlock1,1326,0,false,Заострённые каменные кирпичи
ExtraUtilities:decorativeBlock1,1326,1,false,Огранённый обсидиан
ExtraUtilities:decorativeBlock1,1326,2,false,Обожённый кварц
ExtraUtilities:decorativeBlock1,1326,3,false,Замёрзший камень
ExtraUtilities:decorativeBlock1,1326,4,false,Бордюрные кирпичи
ExtraUtilities:decorativeBlock1,1326,5,false,Нестабильный блок
ExtraUtilities:decorativeBlock1,1326,6,false,Гравиевые кирпичи
ExtraUtilities:decorativeBlock1,1326,7,false,Бордюрные кирпичи
ExtraUtilities:decorativeBlock1,1326,8,false,Магическая древесина
ExtraUtilities:decorativeBlock1,1326,9,false,Песчаное стекло
ExtraUtilities:decorativeBlock1,1326,10,false,Гравиевая дорожка
ExtraUtilities:decorativeBlock1,1326,11,false,Ядро Края
ExtraUtilities:decorativeBlock1,1326,12,false,Огранённая вычислительная матрица
ExtraUtilities:decorativeBlock1,1326,13,false,Песчанный камень Края
ExtraUtilities:decorativeBlock1,1326,14,false,"Резной камень ""Возвышения"""
ExtraUtilities:decorativeBlock2,1327,0,false,Утолщённое стекло
ExtraUtilities:decorativeBlock2,1327,1,false,Заострённое стекло
ExtraUtilities:decorativeBlock2,1327,2,false,Стеклянные кирпичи
ExtraUtilities:decorativeBlock2,1327,3,false,Резное стекло
ExtraUtilities:decorativeBlock2,1327,4,false,Золотое заострённое стекло
ExtraUtilities:decorativeBlock2,1327,5,false,Обсидиановое стекло
ExtraUtilities:decorativeBlock2,1327,6,false,Вихревое стекло
ExtraUtilities:decorativeBlock2,1327,7,false,Светящееся стекло
ExtraUtilities:decorativeBlock2,1327,8,false,Любовное стекло
ExtraUtilities:decorativeBlock2,1327,9,false,Квадратное стекло
ExtraUtilities:decorativeBlock2,1327,10,false,Затемнённое стекло
ExtraUtilities:decorativeBlock2,1327,11,false,Укреплённое затемнённое стекло
ExtraUtilities:pureLove,1328,0,false,Любовный блок
ExtraUtilities:block_bedrockium,1329,0,false,Бедрокиумовый блок
ExtraUtilities:colorStoneBrick,1331,0,false,Каменные кирпичи окрашенный белым
ExtraUtilities:colorStoneBrick,1331,1,false,Каменные кирпичи окрашенный оранжевым
ExtraUtilities:colorStoneBrick,1331,2,false,Каменные кирпичи окрашенный пурпурным
ExtraUtilities:colorStoneBrick,1331,3,false,Каменные кирпичи окрашенный голубым
ExtraUtilities:colorStoneBrick,1331,4,false,Каменные кирпичи окрашенный жёлтым 
ExtraUtilities:colorStoneBrick,1331,5,false,Каменные кирпичи окрашенный лаймовым
ExtraUtilities:colorStoneBrick,1331,6,false,Каменные кирпичи окрашенный розовым
ExtraUtilities:colorStoneBrick,1331,7,false,Каменные кирпичи окрашенный серым
ExtraUtilities:colorStoneBrick,1331,8,false,Каменные кирпичи окрашенный светло-серым
ExtraUtilities:colorStoneBrick,1331,9,false,Каменные кирпичи окрашенный бирюзовым
ExtraUtilities:colorStoneBrick,1331,10,false,Каменные кирпичи окрашенный фиолетовым
ExtraUtilities:colorStoneBrick,1331,11,false,Каменные кирпичи окрашенный синим
ExtraUtilities:colorStoneBrick,1331,12,false,Каменные кирпичи окрашенный коричневым
ExtraUtilities:colorStoneBrick,1331,13,false,Каменные кирпичи окрашенный зелёным
ExtraUtilities:colorStoneBrick,1331,14,false,Каменные кирпичи окрашенный красным
ExtraUtilities:colorStoneBrick,1331,15,false,Каменные кирпичи окрашенный чёрным
ExtraUtilities:colorWoodPlanks,1332,0,false,Дубовые доски окрашенный белым
ExtraUtilities:colorWoodPlanks,1332,1,false,Дубовые доски окрашенный оранжевым
ExtraUtilities:colorWoodPlanks,1332,2,false,Дубовые доски окрашенный пурпурным
ExtraUtilities:colorWoodPlanks,1332,3,false,Дубовые доски окрашенный голубым
ExtraUtilities:colorWoodPlanks,1332,4,false,Дубовые доски окрашенный жёлтым 
ExtraUtilities:colorWoodPlanks,1332,5,false,Дубовые доски окрашенный лаймовым
ExtraUtilities:colorWoodPlanks,1332,6,false,Дубовые доски окрашенный розовым
ExtraUtilities:colorWoodPlanks,1332,7,false,Дубовые доски окрашенный серым
ExtraUtilities:colorWoodPlanks,1332,8,false,Дубовые доски окрашенный светло-серым
ExtraUtilities:colorWoodPlanks,1332,9,false,Дубовые доски окрашенный бирюзовым
ExtraUtilities:colorWoodPlanks,1332,10,false,Дубовые доски окрашенный фиолетовым
ExtraUtilities:colorWoodPlanks,1332,11,false,Дубовые доски окрашенный синим
ExtraUtilities:colorWoodPlanks,1332,12,false,Дубовые доски окрашенный коричневым
ExtraUtilities:colorWoodPlanks,1332,13,false,Дубовые доски окрашенный зелёным
ExtraUtilities:colorWoodPlanks,1332,14,false,Дубовые доски окрашенный красным
ExtraUtilities:colorWoodPlanks,1332,15,false,Дубовые доски окрашенный чёрным
ExtraUtilities:color_lightgem,1333,0,false,Светокамень окрашенный белым
ExtraUtilities:color_lightgem,1333,1,false,Светокамень окрашенный оранжевым
ExtraUtilities:color_lightgem,1333,2,false,Светокамень окрашенный пурпурным
ExtraUtilities:color_lightgem,1333,3,false,Светокамень окрашенный голубым
ExtraUtilities:color_lightgem,1333,4,false,Светокамень окрашенный жёлтым 
ExtraUtilities:color_lightgem,1333,5,false,Светокамень окрашенный лаймовым
ExtraUtilities:color_lightgem,1333,6,false,Светокамень окрашенный розовым
ExtraUtilities:color_lightgem,1333,7,false,Светокамень окрашенный серым
ExtraUtilities:color_lightgem,1333,8,false,Светокамень окрашенный светло-серым
ExtraUtilities:color_lightgem,1333,9,false,Светокамень окрашенный бирюзовым
ExtraUtilities:color_lightgem,1333,10,false,Светокамень окрашенный фиолетовым
ExtraUtilities:color_lightgem,1333,11,false,Светокамень окрашенный синим
ExtraUtilities:color_lightgem,1333,12,false,Светокамень окрашенный коричневым
ExtraUtilities:color_lightgem,1333,13,false,Светокамень окрашенный зелёным
ExtraUtilities:color_lightgem,1333,14,false,Светокамень окрашенный красным
ExtraUtilities:color_lightgem,1333,15,false,Светокамень окрашенный чёрным
ExtraUtilities:color_stone,1334,0,false,Камень окрашенный белым
ExtraUtilities:color_stone,1334,1,false,Камень окрашенный оранжевым
ExtraUtilities:color_stone,1334,2,false,Камень окрашенный пурпурным
ExtraUtilities:color_stone,1334,3,false,Камень окрашенный голубым
ExtraUtilities:color_stone,1334,4,false,Камень окрашенный жёлтым 
ExtraUtilities:color_stone,1334,5,false,Камень окрашенный лаймовым
ExtraUtilities:color_stone,1334,6,false,Камень окрашенный розовым
ExtraUtilities:color_stone,1334,7,false,Камень окрашенный серым
ExtraUtilities:color_stone,1334,8,false,Камень окрашенный светло-серым
ExtraUtilities:color_stone,1334,9,false,Камень окрашенный бирюзовым
ExtraUtilities:color_stone,1334,10,false,Камень окрашенный фиолетовым
ExtraUtilities:color_stone,1334,11,false,Камень окрашенный синим
ExtraUtilities:color_stone,1334,12,false,Камень окрашенный коричневым
ExtraUtilities:color_stone,1334,13,false,Камень окрашенный зелёным
ExtraUtilities:color_stone,1334,14,false,Камень окрашенный красным
ExtraUtilities:color_stone,1334,15,false,Камень окрашенный чёрным
ExtraUtilities:color_stonebrick,1339,0,false,Булыжник окрашенный белым
ExtraUtilities:color_stonebrick,1339,1,false,Булыжник окрашенный оранжевым
ExtraUtilities:color_stonebrick,1339,2,false,Булыжник окрашенный пурпурным
ExtraUtilities:color_stonebrick,1339,3,false,Булыжник окрашенный голубым
ExtraUtilities:color_stonebrick,1339,4,false,Булыжник окрашенный жёлтым 
ExtraUtilities:color_stonebrick,1339,5,false,Булыжник окрашенный лаймовым
ExtraUtilities:color_stonebrick,1339,6,false,Булыжник окрашенный розовым
ExtraUtilities:color_stonebrick,1339,7,false,Булыжник окрашенный серым
ExtraUtilities:color_stonebrick,1339,8,false,Булыжник окрашенный светло-серым
ExtraUtilities:color_stonebrick,1339,9,false,Булыжник окрашенный бирюзовым
ExtraUtilities:color_stonebrick,1339,10,false,Булыжник окрашенный фиолетовым
ExtraUtilities:color_stonebrick,1339,11,false,Булыжник окрашенный синим
ExtraUtilities:color_stonebrick,1339,12,false,Булыжник окрашенный коричневым
ExtraUtilities:color_stonebrick,1339,13,false,Булыжник окрашенный зелёным
ExtraUtilities:color_stonebrick,1339,14,false,Булыжник окрашенный красным
ExtraUtilities:color_stonebrick,1339,15,false,Булыжник окрашенный чёрным
ExtraUtilities:color_quartzBlock,1335,0,false,Кварцевый блок окрашенный белым
ExtraUtilities:color_quartzBlock,1335,1,false,Кварцевый блок окрашенный оранжевым
ExtraUtilities:color_quartzBlock,1335,2,false,Кварцевый блок окрашенный пурпурным
ExtraUtilities:color_quartzBlock,1335,3,false,Кварцевый блок окрашенный голубым
ExtraUtilities:color_quartzBlock,1335,4,false,Кварцевый блок окрашенный жёлтым 
ExtraUtilities:color_quartzBlock,1335,5,false,Кварцевый блок окрашенный лаймовым
ExtraUtilities:color_quartzBlock,1335,6,false,Кварцевый блок окрашенный розовым
ExtraUtilities:color_quartzBlock,1335,7,false,Кварцевый блок окрашенный серым
ExtraUtilities:color_quartzBlock,1335,8,false,Кварцевый блок окрашенный светло-серым
ExtraUtilities:color_quartzBlock,1335,9,false,Кварцевый блок окрашенный бирюзовым
ExtraUtilities:color_quartzBlock,1335,10,false,Кварцевый блок окрашенный фиолетовым
ExtraUtilities:color_quartzBlock,1335,11,false,Кварцевый блок окрашенный синим
ExtraUtilities:color_quartzBlock,1335,12,false,Кварцевый блок окрашенный коричневым
ExtraUtilities:color_quartzBlock,1335,13,false,Кварцевый блок окрашенный зелёным
ExtraUtilities:color_quartzBlock,1335,14,false,Кварцевый блок окрашенный красным
ExtraUtilities:color_quartzBlock,1335,15,false,Кварцевый блок окрашенный чёрным
ExtraUtilities:color_hellsand,1336,0,false,Песок душ окрашенный белым
ExtraUtilities:color_hellsand,1336,1,false,Песок душ окрашенный оранжевым
ExtraUtilities:color_hellsand,1336,2,false,Песок душ окрашенный пурпурным
ExtraUtilities:color_hellsand,1336,3,false,Песок душ окрашенный голубым
ExtraUtilities:color_hellsand,1336,4,false,Песок душ окрашенный жёлтым 
ExtraUtilities:color_hellsand,1336,5,false,Песок душ окрашенный лаймовым
ExtraUtilities:color_hellsand,1336,6,false,Песок душ окрашенный розовым
ExtraUtilities:color_hellsand,1336,7,false,Песок душ окрашенный серым
ExtraUtilities:color_hellsand,1336,8,false,Песок душ окрашенный светло-серым
ExtraUtilities:color_hellsand,1336,9,false,Песок душ окрашенный бирюзовым
ExtraUtilities:color_hellsand,1336,10,false,Песок душ окрашенный фиолетовым
ExtraUtilities:color_hellsand,1336,11,false,Песок душ окрашенный синим
ExtraUtilities:color_hellsand,1336,12,false,Песок душ окрашенный коричневым
ExtraUtilities:color_hellsand,1336,13,false,Песок душ окрашенный зелёным
ExtraUtilities:color_hellsand,1336,14,false,Песок душ окрашенный красным
ExtraUtilities:color_hellsand,1336,15,false,Песок душ окрашенный чёрным
ExtraUtilities:color_redstoneLight,1337,0,false,Лампа окрашенный белым
ExtraUtilities:color_redstoneLight,1337,1,false,Лампа окрашенный оранжевым
ExtraUtilities:color_redstoneLight,1337,2,false,Лампа окрашенный пурпурным
ExtraUtilities:color_redstoneLight,1337,3,false,Лампа окрашенный голубым
ExtraUtilities:color_redstoneLight,1337,4,false,Лампа окрашенный жёлтым 
ExtraUtilities:color_redstoneLight,1337,5,false,Лампа окрашенный лаймовым
ExtraUtilities:color_redstoneLight,1337,6,false,Лампа окрашенный розовым
ExtraUtilities:color_redstoneLight,1337,7,false,Лампа окрашенный серым
ExtraUtilities:color_redstoneLight,1337,8,false,Лампа окрашенный светло-серым
ExtraUtilities:color_redstoneLight,1337,9,false,Лампа окрашенный бирюзовым
ExtraUtilities:color_redstoneLight,1337,10,false,Лампа окрашенный фиолетовым
ExtraUtilities:color_redstoneLight,1337,11,false,Лампа окрашенный синим
ExtraUtilities:color_redstoneLight,1337,12,false,Лампа окрашенный коричневым
ExtraUtilities:color_redstoneLight,1337,13,false,Лампа окрашенный зелёным
ExtraUtilities:color_redstoneLight,1337,14,false,Лампа окрашенный красным
ExtraUtilities:color_redstoneLight,1337,15,false,Лампа окрашенный чёрным
ExtraUtilities:color_brick,1338,0,false,Кирпичи окрашенный белым
ExtraUtilities:color_brick,1338,1,false,Кирпичи окрашенный оранжевым
ExtraUtilities:color_brick,1338,2,false,Кирпичи окрашенный пурпурным
ExtraUtilities:color_brick,1338,3,false,Кирпичи окрашенный голубым
ExtraUtilities:color_brick,1338,4,false,Кирпичи окрашенный жёлтым 
ExtraUtilities:color_brick,1338,5,false,Кирпичи окрашенный лаймовым
ExtraUtilities:color_brick,1338,6,false,Кирпичи окрашенный розовым
ExtraUtilities:color_brick,1338,7,false,Кирпичи окрашенный серым
ExtraUtilities:color_brick,1338,8,false,Кирпичи окрашенный светло-серым
ExtraUtilities:color_brick,1338,9,false,Кирпичи окрашенный бирюзовым
ExtraUtilities:color_brick,1338,10,false,Кирпичи окрашенный фиолетовым
ExtraUtilities:color_brick,1338,11,false,Кирпичи окрашенный синим
ExtraUtilities:color_brick,1338,12,false,Кирпичи окрашенный коричневым
ExtraUtilities:color_brick,1338,13,false,Кирпичи окрашенный зелёным
ExtraUtilities:color_brick,1338,14,false,Кирпичи окрашенный красным
ExtraUtilities:color_brick,1338,15,false,Кирпичи окрашенный чёрным
ExtraUtilities:color_blockLapis,1340,0,false,Лазуритный блок окрашенный белым
ExtraUtilities:color_blockLapis,1340,1,false,Лазуритный блок окрашенный оранжевым
ExtraUtilities:color_blockLapis,1340,2,false,Лазуритный блок окрашенный пурпурным
ExtraUtilities:color_blockLapis,1340,3,false,Лазуритный блок окрашенный голубым
ExtraUtilities:color_blockLapis,1340,4,false,Лазуритный блок окрашенный жёлтым 
ExtraUtilities:color_blockLapis,1340,5,false,Лазуритный блок окрашенный лаймовым
ExtraUtilities:color_blockLapis,1340,6,false,Лазуритный блок окрашенный розовым
ExtraUtilities:color_blockLapis,1340,7,false,Лазуритный блок окрашенный серым
ExtraUtilities:color_blockLapis,1340,8,false,Лазуритный блок окрашенный светло-серым
ExtraUtilities:color_blockLapis,1340,9,false,Лазуритный блок окрашенный бирюзовым
ExtraUtilities:color_blockLapis,1340,10,false,Лазуритный блок окрашенный фиолетовым
ExtraUtilities:color_blockLapis,1340,11,false,Лазуритный блок окрашенный синим
ExtraUtilities:color_blockLapis,1340,12,false,Лазуритный блок окрашенный коричневым
ExtraUtilities:color_blockLapis,1340,13,false,Лазуритный блок окрашенный зелёным
ExtraUtilities:color_blockLapis,1340,14,false,Лазуритный блок окрашенный красным
ExtraUtilities:color_blockLapis,1340,15,false,Лазуритный блок окрашенный чёрным
ExtraUtilities:color_obsidian,1341,0,false,Обсидиан окрашенный белым
ExtraUtilities:color_obsidian,1341,1,false,Обсидиан окрашенный оранжевым
ExtraUtilities:color_obsidian,1341,2,false,Обсидиан окрашенный пурпурным
ExtraUtilities:color_obsidian,1341,3,false,Обсидиан окрашенный голубым
ExtraUtilities:color_obsidian,1341,4,false,Обсидиан окрашенный жёлтым 
ExtraUtilities:color_obsidian,1341,5,false,Обсидиан окрашенный лаймовым
ExtraUtilities:color_obsidian,1341,6,false,Обсидиан окрашенный розовым
ExtraUtilities:color_obsidian,1341,7,false,Обсидиан окрашенный серым
ExtraUtilities:color_obsidian,1341,8,false,Обсидиан окрашенный светло-серым
ExtraUtilities:color_obsidian,1341,9,false,Обсидиан окрашенный бирюзовым
ExtraUtilities:color_obsidian,1341,10,false,Обсидиан окрашенный фиолетовым
ExtraUtilities:color_obsidian,1341,11,false,Обсидиан окрашенный синим
ExtraUtilities:color_obsidian,1341,12,false,Обсидиан окрашенный коричневым
ExtraUtilities:color_obsidian,1341,13,false,Обсидиан окрашенный зелёным
ExtraUtilities:color_obsidian,1341,14,false,Обсидиан окрашенный красным
ExtraUtilities:color_obsidian,1341,15,false,Обсидиан окрашенный чёрным
ExtraUtilities:color_blockRedstone,1342,0,false,Блок красного камня окрашенный белым
ExtraUtilities:color_blockRedstone,1342,1,false,Блок красного камня окрашенный оранжевым
ExtraUtilities:color_blockRedstone,1342,2,false,Блок красного камня окрашенный пурпурным
ExtraUtilities:color_blockRedstone,1342,3,false,Блок красного камня окрашенный голубым
ExtraUtilities:color_blockRedstone,1342,4,false,Блок красного камня окрашенный жёлтым 
ExtraUtilities:color_blockRedstone,1342,5,false,Блок красного камня окрашенный лаймовым
ExtraUtilities:color_blockRedstone,1342,6,false,Блок красного камня окрашенный розовым
ExtraUtilities:color_blockRedstone,1342,7,false,Блок красного камня окрашенный серым
ExtraUtilities:color_blockRedstone,1342,8,false,Блок красного камня окрашенный светло-серым
ExtraUtilities:color_blockRedstone,1342,9,false,Блок красного камня окрашенный бирюзовым
ExtraUtilities:color_blockRedstone,1342,10,false,Блок красного камня окрашенный фиолетовым
ExtraUtilities:color_blockRedstone,1342,11,false,Блок красного камня окрашенный синим
ExtraUtilities:color_blockRedstone,1342,12,false,Блок красного камня окрашенный коричневым
ExtraUtilities:color_blockRedstone,1342,13,false,Блок красного камня окрашенный зелёным
ExtraUtilities:color_blockRedstone,1342,14,false,Блок красного камня окрашенный красным
ExtraUtilities:color_blockRedstone,1342,15,false,Блок красного камня окрашенный чёрным
ExtraUtilities:color_blockCoal,1343,0,false,Угольный блок окрашенный белым
ExtraUtilities:color_blockCoal,1343,1,false,Угольный блок окрашенный оранжевым
ExtraUtilities:color_blockCoal,1343,2,false,Угольный блок окрашенный пурпурным
ExtraUtilities:color_blockCoal,1343,3,false,Угольный блок окрашенный голубым
ExtraUtilities:color_blockCoal,1343,4,false,Угольный блок окрашенный жёлтым 
ExtraUtilities:color_blockCoal,1343,5,false,Угольный блок окрашенный лаймовым
ExtraUtilities:color_blockCoal,1343,6,false,Угольный блок окрашенный розовым
ExtraUtilities:color_blockCoal,1343,7,false,Угольный блок окрашенный серым
ExtraUtilities:color_blockCoal,1343,8,false,Угольный блок окрашенный светло-серым
ExtraUtilities:color_blockCoal,1343,9,false,Угольный блок окрашенный бирюзовым
ExtraUtilities:color_blockCoal,1343,10,false,Угольный блок окрашенный фиолетовым
ExtraUtilities:color_blockCoal,1343,11,false,Угольный блок окрашенный синим
ExtraUtilities:color_blockCoal,1343,12,false,Угольный блок окрашенный коричневым
ExtraUtilities:color_blockCoal,1343,13,false,Угольный блок окрашенный зелёным
ExtraUtilities:color_blockCoal,1343,14,false,Угольный блок окрашенный красным
ExtraUtilities:color_blockCoal,1343,15,false,Угольный блок окрашенный чёрным
ExtraUtilities:cobblestone_compressed,1344,0,false,Сжатый булыжник - х1
ExtraUtilities:cobblestone_compressed,1344,1,false,Сжатый булыжник - х2
ExtraUtilities:cobblestone_compressed,1344,2,false,Сжатый булыжник - х3
ExtraUtilities:cobblestone_compressed,1344,3,false,Сжатый булыжник - х4
ExtraUtilities:cobblestone_compressed,1344,4,false,Сжатый булыжник - х5
ExtraUtilities:cobblestone_compressed,1344,5,false,Сжатый булыжник - х6
ExtraUtilities:cobblestone_compressed,1344,6,false,Сжатый булыжник - х7
ExtraUtilities:cobblestone_compressed,1344,7,false,Сжатый булыжник - х8
ExtraUtilities:cobblestone_compressed,1344,8,false,Сжатая земля - х1
ExtraUtilities:cobblestone_compressed,1344,9,false,Сжатая земля - х2
ExtraUtilities:cobblestone_compressed,1344,10,false,Сжатая земля - х3
ExtraUtilities:cobblestone_compressed,1344,11,false,Сжатая земля - х4
ExtraUtilities:cobblestone_compressed,1344,12,false,Сжатый гравий - х1
ExtraUtilities:cobblestone_compressed,1344,13,false,Сжатый гравий - х2
ExtraUtilities:cobblestone_compressed,1344,14,false,Сжатый песок - х1
ExtraUtilities:cobblestone_compressed,1344,15,false,Сжатый песок - х2
ExtraUtilities:conveyor,1345,0,false,Конвейерная лента
ExtraUtilities:filing,1346,0,false,Шкаф
ExtraUtilities:filing,1346,1,false,Улучшенный шкаф
ExtraUtilities:greenscreen,1347,0,false,Белый небесный камень
ExtraUtilities:greenscreen,1347,1,false,Оранжевый небесный камень
ExtraUtilities:greenscreen,1347,2,false,Пурпурный небесный камень
ExtraUtilities:greenscreen,1347,3,false,Голубой небесный камень
ExtraUtilities:greenscreen,1347,4,false,Жёлтый небесный камень
ExtraUtilities:greenscreen,1347,5,false,Лаймовый небесный камень
ExtraUtilities:greenscreen,1347,6,false,Розовый небесный камень
ExtraUtilities:greenscreen,1347,7,false,Серый небесный камень
ExtraUtilities:greenscreen,1347,8,false,Светло-серый небесный камень
ExtraUtilities:greenscreen,1347,9,false,Бирюзовый небесный камень
ExtraUtilities:greenscreen,1347,10,false,Фиолетовый небесный камень
ExtraUtilities:greenscreen,1347,11,false,Синий небесный камень
ExtraUtilities:greenscreen,1347,12,false,Коричневый небесный камень
ExtraUtilities:greenscreen,1347,13,false,Зелёный небесный камень
ExtraUtilities:greenscreen,1347,14,false,Красный небесный камень
ExtraUtilities:greenscreen,1347,15,false,Чёрный небесный камень
ExtraUtilities:peaceful_table_top,1348,0,false,Мирный стол
ExtraUtilities:trading_post,1349,0,false,Стол обмена
ExtraUtilities:sound_muffler,1350,0,false,Глушитель звука
ExtraUtilities:sound_muffler,1350,1,false,Глушитель дождя
ExtraUtilities:extractor_base,1351,0,false,Предметный узел передачи
ExtraUtilities:extractor_base,1351,6,false,Жидкостный узел передачи
ExtraUtilities:extractor_base,1351,12,false,Энергетический узел передачи
ExtraUtilities:extractor_base,1351,13,false,Гипер-энергетический узел передачи
ExtraUtilities:extractor_base_remote,1352,0,false,Поисковый предметный узел
ExtraUtilities:extractor_base_remote,1352,6,false,Поисковый жидкостный узел
ExtraUtilities:pipes,1353,0,false,Труба передачи
ExtraUtilities:pipes,1353,8,false,Сортирующая труба
ExtraUtilities:pipes,1353,9,false,Фильтрующая труба
ExtraUtilities:pipes,1353,10,false,Труба рационирования
ExtraUtilities:pipes,1353,11,false,Энергетическая труба
ExtraUtilities:pipes,1353,12,false,Перекрёстная труба
ExtraUtilities:pipes,1353,13,false,Труба для сортировки по модам
ExtraUtilities:pipes,1353,14,false,Труба для извлечения энергии
ExtraUtilities:pipes.1,1354,0,false,Труба гипер-рационирования
ExtraUtilities:cursedearthside,1355,0,false,Проклятая земля
ExtraUtilities:trashcan,1356,0,false,Мусорная предметная корзина
ExtraUtilities:trashcan,1356,1,false,Мусорная жидкостная корзина
ExtraUtilities:trashcan,1356,2,false,Мусорная энергетическая корзина
ExtraUtilities:spike_base,1357,0,false,Железный шип
ExtraUtilities:spike_base_diamond,1358,0,false,Алмазный шип
ExtraUtilities:spike_base_gold,1359,0,false,Золотой шип
ExtraUtilities:spike_base_wood,1360,0,false,Деревянный шип
ExtraUtilities:enderThermicPump,1361,0,false,Термическая помпа Края
ExtraUtilities:enderQuarry,1362,0,false,Карьер Края
ExtraUtilities:enderQuarryUpgrade,1363,0,false,Улучшение карьера Края: Основа
ExtraUtilities:enderQuarryUpgrade,1363,1,false,Улучшение карьера Края: Всемирные отверстия
ExtraUtilities:enderQuarryUpgrade,1363,2,false,Улучшение карьера Края: Шёлковое касание
ExtraUtilities:enderQuarryUpgrade,1363,3,false,Улучшение карьера Края: Удача I
